No,Well_Job_ID,API Number,Operator,Contractor,DSRE,DSR,TMLDR,Discard Ratio,TLML,Down_Loss,Evap_Loss,Total_SCE,Total_Dil,ROP,Temp,Well_Name,Well_Coord_Lon,Well_Coord_Lat,flowline_Shakers,DOW,IntLength,AMW,Drilling_Hours,Haul_OFF,Base_Oil,Water,Weight_Material,Chemicals,Reserve_Adds,TD_Date,Hole_Size,Dilution_Ratio,Dil_Per_Hole_Vol_Ratio,Solids_Generated,Average_LGS%,IsReviewed,Basin,DI Basin,AAPG Geologic Province,MD Depth,County Code,State Code
0,40,3.50E+13,Continental Resources,H&P 545,0.865085371,892.755937,1.283570047,2.287496633,4392.9,270,309.1,2042.1762,4392.9,37.5137407,152.6521739,Betty Lou 1-5-32XH,-98.39655,35.88549,Derrick Hyperpool,25,11603,14.975,309.3,2934.932137,1031,732.6,697.9,258.5,1672.9,13-08-2017,8.75,1.331912496,3.001769708,906.132137,0.06412,1,,ANADARKO,ANADARKO BASIN,20405,11,35
1,207,,EQT Corporation,Pioneer 72 ,0.79374112,940.7507318,1,1.52884541,2352.53,0,0,1438.262438,2352.53,125.5671902,107.6666667,596169 (12H),,,Brandt King Cobra,6,14390,12.9,114.6,2379.01317,965.05,220,297.45,139.37,730.66,15-12-2018,8.5,1.12765929,1.52936892,1060.48317,0.100883333,1,,,,,,
2,208,,EQT Corporation,Pioneer 72 ,0.803776585,916.1222314,1,1.915634115,2491.58,0,0,1754.955,2491.58,102.2539683,97.5,596143 (6H),,,Derrick 806,6,12884,13,126,2671.077231,1222.48,157,519.64,152.46,440,31-12-2018,8.5,1.169021428,2.160701403,949.4972314,0.106416667,1,,,,,,
3,209,,EQT Corporation,Pioneer 72 ,0.82426411,1075.415434,1,1.849668638,2717.14,0,0,1989.1622,2717.14,126.5822785,103.6,596142 (4H),,,Derrick 806,5,15000,13,118.5,3064.577634,1016.24,234,453.15,158.75,855,10/1/2019 0:00,8.5,0.936142865,1.684527416,1105.437634,0.10576,1,,,,,,
4,211,,EQT Corporation,Pioneer 72 ,0.832926183,1126.678543,1,1.170478135,2302.76,0,0,1318.7526,2302.76,149.2716535,102.3333333,596141 (2H),,,Derrick 806,6,15166,13.075,101.6,2445.431143,603.32,136,346.41,167.03,1050,24-01-2019,8.5,0.949958317,1.120866372,1117.671143,0.1048,1,,,,,,
5,269,3.50E+13,Continental Resources,Precision 581,0.777731845,545.9424044,1.0326567,2.366973127,1525.3,0,42.2,1292.231,1525.3,51.61205767,122.0909091,Dicksion W3-21H,-97.616717,34.711386,Brandt King Cobra,12,7876,9.9,152.6,1838.173404,1063.9,58.6,96.6,132.2,174,7/11/2017 0:00,8.75,1.045710867,2.196973549,615.0734044,0.057833333,1,,ANADARKO,SOUTH OKLAHOMA FOLDED BELT,7876,49,35
6,270,3.50E+13,Continental Resources,Precision 581,0.77122363,588.6446456,1.049037418,3.04861008,2026.5,0,88,1794.548,2026.5,53.10126582,124,Dicksion W4-21H,-97.616609,34.71137,Brandt King Cobra,11,7551,10.125,142.2,2383.192646,1365.9,101,66.2,219.4,274,26-11-2017,8.75,0.97656903,2.971887157,589.6926456,0.082181818,1,,ANADARKO,SOUTH OKLAHOMA FOLDED BELT,7551,49,35
7,367,,EQT Corporation,Pioneer 72 ,0.83852677,1092.232624,1,1.4060784,2569.8,0,0,1535.7647,2569.8,563.52,97.42857143,596170 (10H),,,Brandt King Cobra,7,14088,13.325,25,2627.997324,810.6,146,308.4,125.8,1179,3/12/2018 0:00,8.75,0.90560748,1.264136869,1100.197324,0.093328571,1,,,,,,
8,368,,EQT Corporation,Pioneer 72 ,0.845070857,1066.729356,1,1.434815299,2456.8,0,0,1530.5596,2456.8,549.84,103.25,596171 (8H),,,Brandt King Cobra,8,13746,13.125,25,2597.288956,828.9,140,409.7,129.2,949,23-11-2018,8.75,0.985129883,1.404578959,1073.488956,0.1047125,1,,,,,,
9,369,,EQT Corporation,Pioneer 72 ,0.848792936,1110.731759,1,1.368283465,3020.9,0,0,1519.7959,3020.9,572.96,99,596172 (6H),,,Brandt King Cobra,6,14324,12.75,25,2630.527659,782.3,242,321,397.6,1278,12/11/2018 0:00,8.75,1.146798725,1.558069824,1118.627659,0.095216667,1,,,,,,
10,370,,EQT Corporation,Pioneer 72 ,0.839296944,1170.820475,1,1.827212836,3218.46,0,0,2139.3382,3218.46,664.68,106.2222222,596173 (4H),,,Brandt King Cobra,9,16617,12.8,25,3310.158675,1503.6,347,472.54,222.32,673,1/11/2018 0:00,8.75,1.189835249,1.961518533,1297.698675,0.088966667,1,,,,,,
11,371,,EQT Corporation,Pioneer 72 ,0.786784694,597.7422202,1,1.21209959,1154.2,0,0,724.5231,1154.2,346.28,94,596174 (2H),,,Brandt King Cobra,5,8657,12.85,25,1322.26532,499.2,60,172.9,66.1,356,20-10-2018,8.75,1.101690201,1.180655147,676.0653202,0.0795,1,,,,,,
12,400,,EQT Corporation,Pioneer 72 ,0.794730068,725.3777481,1,1.379436166,1649.72,0,0,1000.6123,1649.72,80.81992337,99,597081 (H4),,,Derrick 806,6,10547,13.5,130.5,1725.990048,465.69,101,243.79,132.24,707,8/2/2019 0:00,8.5,0.942143126,1.212860321,777.2700481,0.093166667,1,,,,,,
13,401,,EQT Corporation,Pioneer 72 ,0.843107194,730.8591393,1,1.428174246,1576.9,0,0,1043.7942,1576.9,107.328844,98.83333333,596662,,,Derrick 806,6,9563,12.95,89.1,1774.653339,512.08,106,315.92,67.9,575,20-02-2019,8.5,0.959863544,1.421632143,704.7533393,0.08775,1,,,,,,
14,402,,EQT Corporation,Pioneer 72 ,0.811754984,1115.891873,1,1.635662597,2763.31,0,0,1825.2226,2763.31,111.5317726,102.7142857,595686 (H31),,,Derrick 806,7,16674,13.2,149.5,2941.114473,1018.56,377,425.67,183.08,759,6/3/2019 0:00,8.5,1.098118114,1.631105716,1228.804473,0.099442857,1,,,,,,
15,403,,EQT Corporation,Pioneer 72 ,0.815279931,839.4405362,1,1.634925097,2285.26,0,0,1372.4224,2285.26,111.2685185,100.4,592889,,,Derrick 806,5,12017,13.1,108,2211.862936,858.39,265,407.15,127.72,627,22-04-2019,8.5,1.208272322,1.872464433,885.6029362,0.09998,1,,,,,,
16,404,,EQT Corporation,Pioneer 72 ,0.801718239,620.3880664,1,1.730615816,1733.17,0,0,1073.6534,1733.17,85.18269231,89.2,593718,,,Derrick 806,5,8859,13.35,104,1694.041466,762.14,222,382.24,142.79,224,29-03-2019,8.5,1.405639846,2.311588234,652.8714664,0.09528,1,,,,,,
17,405,,EQT Corporation,Pioneer 72 ,0.770234339,792.6688039,1,1.815585971,2261.8,0,0,1439.15836,2261.8,109.4711538,121.2857143,592887,,,Derrick 806,7,11385,13.1,104,2231.827164,794.37,179,352.86,153.57,782,13-04-2019,8.5,1.028239867,1.763709286,839.0271639,0.107071429,1,,,,,,
18,406,,EQT Corporation,Pioneer 72 ,0.812314235,833.722242,1,1.974938195,2379.72,0,0,1646.5499,2379.72,96.73819742,112.6666667,593717,,,Derrick 806,6,11270,13.25,116.5,2480.272142,823.21,250,439.77,157.74,709,3/5/2019 0:00,8.5,1.014679239,2.011577498,830.552142,0.102983333,1,,,,,,
19,407,,EQT Corporation,Pioneer 72 ,0.824514587,895.8778519,1,1.43836439,2128.37,0,0,1288.5988,2128.37,147.1715818,104,593716,,,Derrick 806,5,10979,13.3,74.6,2184.476652,602.82,239,369.57,134.98,782,20-03-2019,8.5,1.044832573,1.664020431,809.1066519,0.11136,1,,,,,,
20,429,,Operator X,H&P 625,0.80866937,738.0578841,1,1.265468495,1544.5,0,0,933.989,1544.5,396.52,133,Well 1,,,Brandt King Cobra,4,9913,11.8,25,1672.046884,204.6,0,50.2,10.7,1279,6/2/2019 0:00,8.5,0.28426459,0.363426367,730.5468841,0.08675,1,,,,,,
21,430,,Operator X,H&P 625,0.8265524,765.556801,1.048130195,1.221286257,1567.5,45,0,934.964,1567.5,347.2,125.75,Well 2,,,Brandt King Cobra,4,8680,12.5,25,1700.520801,276.2,124.4,227.5,21.4,918,27-01-2019,8.5,0.694679153,0.887269869,732.020801,0.0935,1,,,,,,
22,430,,Operator X,H&P 625,0.409562311,73.2670194,1,1.356462987,231,0,0,99.384,231,27.48,103.5,Well 2,,,Brandt King Cobra,5,687,12.5,25,172.6510194,58.5,25,91.6,7.9,48,22-01-2019,8.75,1.841342671,3.410932393,53.6510194,0.0974,1,,,,,,
23,432,,Operator X,H&P 625,0.811170281,834.7123415,1,1.565123618,2166.7,0,0,1306.428,2166.7,392.12,115.2,Well 3,,,Brandt King Cobra,6,9803,12.2,25,2141.140341,268.8,45,205.3,42.6,1605,13-01-2019,8.5,0.429950981,0.777503647,722.4403415,0.1045,1,,,,,,
24,459,3.41E+13,Ascent Resources,Akita 802,0.763008896,576.3831009,1,1.727429202,1571.15,0,0,995.661,1571.15,359.8,100.5,Victoria S ATH HR 6H,-81.079999,40.203148,Derrick Hyperpool,4,8995,12.1,25,1572.044101,480.17,100,347.83,92.15,551,24-06-2019,8.5,1.024595721,1.538933592,662.8941009,0.07,1,,APPALACHIAN,APPALACHIAN,4967,67,34
25,462,,Chevron,Precision 560,0.892952211,1364.796161,1.153659436,1.239307999,3077.82,249,10.9,1691.4028,3077.82,94.12988331,111.7,Hicks MO4H VCL,,,Brandt LCM-3D,10,18553,12.5,197.1,3056.198961,1072.64,297,392.23,112.95,1203,26-06-2019,8.5,1.108440875,1.371205184,1367.278961,0.06904,1,,,,,,
26,577,3.51E+13,Continental Resources,H&P 544,0.835921962,876.3102018,1.046631454,2.91212586,3384,0,119,2551.9256,3384,47.79384328,146.2105263,Galvin 4-22-15XHW,-97.716719,34.978716,Derrick 806,20,10247,12.725,214.4,3428.235802,1079,280,356.824,155.176,1513,14-09-2019,8.75,0.733171845,2.338060851,800.2358018,0.076815,1,,ANADARKO,ANADARKO BASIN,12431,51,35
27,703,3.00E+13,XTO Energy,Akita 90,0.882544258,733.3813414,1,1.908199624,2077.7,0,0,1399.438,2077.7,64.28571429,111.5,BEU 29W Vader 102H,-103.778882,32.566938,Derrick Dual Pool,10,10260,9.725,159.6,2132.819341,974.4,268.9,27.5,156.9,650,20-01-2020,8.5,1.02019525,1.888193995,756.1193414,0.0559,1,,DELAWARE,PERMIAN BASIN,20204,25,30
28,751,5.12E+12,Anadarko Petroleum,Precision 461,0.892657986,688.7325072,1.042602206,0.73615808,556.1,0,21.6,507.016,556.1,381.8150685,121.3333333,NILES MILLER 20-5HZ,-104.794571,40.203992,Derrick Hyperpool,3,11149,9.225,29.2,1195.748507,289.7,150,14,32.4,70,5/11/2019 0:00,7.875,0.958746864,0.689260587,705.2485072,0.068,1,,No Details,No Details,13050,123,5
29,782,4.23E+13,BPX Energy,H&P 512,0.701327983,512.2169876,1,1.706249541,1298.4,0,0,873.97,1298.4,159.2970522,181,Crow 10H,-97.710208,28.944763,Derrick 806,4,7025,12.9,44.1,1386.186988,496.5,132,104.4,77.5,488,26-01-2020,8.5,0.92726295,1.565122376,517.7869876,0.12125,1,,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,17665,255,42
30,782,4.23E+13,BPX Energy,H&P 512,0.773964125,521.1718334,1,0.855165171,739.5,0,0,445.688,739.5,182.9041096,137.5,Crow 10H,-97.710208,28.944763,Derrick 806,2,6676,12.9,36.5,966.8598334,248.4,95,12.6,66.5,317,22-01-2020,8.75,0.947972573,0.810380802,521.3598334,0.111,1,,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,17665,255,42
31,794,3.00E+13,XTO Energy,Nabors F15,0.871540484,928.2429629,1,1.688690529,2478,0,0,1567.5151,2478,52.11175021,129.8333333,PLU 28 BS 127H,-103.4706,32.0607,MI Swaco Mongoose,16,12684,12.05,243.4,2495.758063,1028,271,233,213,733,3/3/2020 0:00,8.5,1.113226916,1.866793205,934.7580629,0.0556,1,,DELAWARE,PERMIAN BASIN,25257,15,30
32,794,3.00E+13,XTO Energy,Nabors F15,0.561259196,126.6457549,1.055970763,3.385785023,385,0,24,428.7953,385,21.14074074,117.6666667,PLU 28 BS 127H,-103.4706,32.0607,MI Swaco Mongoose,4,1427,12.05,67.5,555.4410549,202,71,89,23,0,16-02-2020,8.75,0.897864319,3.454741168,111.4410549,0.052075,1,,DELAWARE,PERMIAN BASIN,25257,15,30
33,887,3.00E+13,XTO Energy,Noram 25,0.852016184,918.481772,1,1.469442335,2025.9,0,0,1349.656,2025.9,50.39344262,136.3333333,JRU DI2 273H 112H,-103.8364344,32.3620703,Brandt King Cobra,12,12296,9.75,244,2268.137772,687.6,222,227.8,108.5,780,1/4/2020 0:00,8.5,0.923124115,1.374804757,906.237772,0.066166667,1,,DELAWARE,PERMIAN BASIN,26357,15,30
34,887,3.00E+13,XTO Energy,Noram 25,0.75026477,371.5705111,1,3.40228022,1619.4,0,0,1264.187,1619.4,23.34636872,112.7272727,JRU DI2 273H 112H,-103.8364344,32.3620703,Brandt King Cobra,11,4179,9.75,179,1635.757511,461,86,415.4,102,555,18-03-2020,8.75,0.841964045,3.26145397,326.3575111,0.067454545,1,,DELAWARE,PERMIAN BASIN,26357,15,30
35,986,3.31E+13,Encana Oil & Gas,Patterson 344,0.89243686,524.8663227,1.028439608,2.54572382,1790.515,0,38,1336.1647,1790.515,59.09734513,105,Kummer 149-98-3-10-10HLW,-103.2165631,47.760825,Derrick Hyperpool,7,6678,11.5,113,1861.031023,686,50,168.506,78.009,808,24-03-2020,8.75,0.735324769,1.883959375,521.5160227,0.045257143,1,,WILLISTON,WILLISTON,21355,53,33
36,991,3.40E+13,Gulfport Energy,Pioneer 71,0.76605421,614.9729958,1,2.041876649,1468.1,0,0,1255.699,1468.1,147.3543307,110.2,SHANNON 210470 3B,-80.822724,39.8839512,Derrick 806,5,9357,13.95,63.5,1870.671996,457.5,0,281.8,28.8,700,14-05-2020,8.5,0.611691178,1.113879341,689.5719958,0.0842,1,,APPALACHIAN,APPALACHIAN,19182,13,34
37,995,3.40E+13,Gulfport Energy,Pioneer 71,0.73804415,612.1727507,1,1.18923294,1328.5,0,0,728.016,1328.5,124.2105263,107.75,SHANNON 211271 2A,-80.8226706,39.8839504,Derrick 806,4,9440,14.25,76,1340.188751,458.7,135,71,35.8,628,21-05-2020,8.5,0.962204127,1.006915807,695.6887507,0.08925,1,,APPALACHIAN,APPALACHIAN,19210,13,34
38,1014,3.40E+13,Gulfport Energy,Pioneer 71,0.725138421,680.2585582,1,2.006454727,1791.7,0,0,1364.908,1791.7,122.9210526,113.8333333,SHANNON 211271 1B,-80.8226208,39.883947,Derrick 806,6,9342,15.3,76,2045.166558,781.9,102,473.7,46.1,388,9/6/2020 0:00,8.5,1.028420963,2.038878989,688.4665582,0.12,1,,APPALACHIAN,APPALACHIAN,19260,13,34
39,1030,3.00E+13,XTO Energy,Akita 802,0.866109893,906.4124869,1.104782121,2.295320982,3121,58,160,2080.5076,3121,44.03579872,121.4705882,BEU 5E Han-Solo 100H,-103.854503,32.546617,Derrick Hyperpool,21,13039,9.2,296.1,2986.920087,1474,418,122,261,846,7/6/2020 0:00,8.5,1.093483148,2.367522576,960.9200869,0.055819048,1,,DELAWARE,PERMIAN BASIN,21514,15,30
40,1090,3.70E+13,Chesapeake Energy,Patterson 583,0.833169487,922.0120958,1,2.059727859,2608.1,0,0,1899.094,2608.1,121.52,127,MTL 4H,-76.209603,41.712958,Derrick Hyperpool,8,12152,14.55,100,2821.106096,817.4,307,556.6,55.1,872,16-07-2020,8.75,0.914172758,1.829387617,949.0060958,0.093625,1,,APPALACHIAN,APPALACHIAN,18752,15,37
41,1094,,XTO Energy,H&P 510,0.80498313,427.9217342,1.76403414,1.651644783,1626,190,350,706.7747,1626,350.04,122.2666667,Poker Lake Unit 30 Big Sink,,,Derrick Hyperpool,17,8751,13.05,25,1134.696434,525,51,433,12,605,28-07-2020,6.75,1.444590476,2.510471974,406.6964342,0.063476471,1,,,,,,
42,1103,3.00E+13,XTO Energy,Akita 802,0.887623574,1017.944206,1.005894128,2.500044192,3415,0,15,2544.9055,3415,35.91105121,120.56,BEU 5E Han-Solo 101H,-103.8545,34.0092,Derrick Hyperpool,32,13323,9.35,371,3562.849706,1892,336,388,233,566,28-07-2020,8.5,1.11949147,2.901666092,981.8497061,0.06676875,1,,DELAWARE,PERMIAN BASIN,22593,15,30
43,1104,3.00E+13,XTO Energy,Akita 803,0.897275751,944.755949,1.024052149,2.288388872,2959,9,43,2161.969,2959,65.56394641,126.3076923,BEU 5E Han-Solo 104H,-103.8545,32.5464,MI Swaco Mongoose,17,13457,9.15,205.25,3106.724949,1754,654,73,197,281,11/7/2020 0:00,8.5,1.238685661,2.700345497,991.724949,0.045517647,1,,DELAWARE,PERMIAN BASIN,22380,15,30
44,1105,4.24E+13,XTO Energy,H&P 489,0.870955255,533.973668,1.036460173,1.643657829,1509.3,0,32,877.67,1509.3,100.4159292,124.2857143,Minotaur C2-6-7 805H,-103.072855,31.259935,Brandt King Cobra,8,11347,9.45,113,1411.643668,535.5,109,112.6,164.2,588,9/8/2020 0:00,6.75,1.049711167,1.747058049,527.343668,0.0635,1,,DELAWARE,PERMIAN BASIN,19635,371,42
45,1101,3.00E+13,XTO Energy,Nabors X15,0.823787438,754.1886174,1,3.056125944,2800,0,0,2304.8954,2800,433.72,125.2,PLU 17 TWR 703H,-103.8019,32.2093,Derrick Hyperpool,11,10843,11,25,3059.084017,981,291,655,38,835,26-07-2020,8.5,0.852533265,2.459065577,799.0840174,0.0692,1,,DELAWARE,PERMIAN BASIN,21815,15,30
46,1127,3.70E+13,Chesapeake Energy,Patterson 582,0.837599588,764.5139912,1,2.165820402,1825.4,0,0,1655.8,1825.4,113.7619554,121.6,BROWN HOMESTEAD 106HC,-76.245911,41.660497,Brandt King Cobra,5,10705,13.55,94.1,2420.313991,873.7,256,306.7,73,316,21-03-2020,8.5,0.911583525,1.913263064,788.9139912,0.0868,1,,APPALACHIAN,APPALACHIAN,21390,15,37
47,1128,3.70E+13,Chesapeake Energy,Patterson 582,0.781659643,567.8246459,1,1.962234306,1639.7,0,0,1114.205,1639.7,123.8032305,125.25,BROWN HOMESTEAD 4HC,-76.245939,41.660417,Brandt King Cobra,4,8431,13.35,68.1,1682.029646,712,245,292.2,60.5,330,26-02-2020,8.5,1.17545694,2.107898776,621.3296459,0.0775,1,,APPALACHIAN,APPALACHIAN,16297,15,37
48,1129,3.70E+13,Chesapeake Energy,Patterson 582,0.819870208,713.8108796,1,1.948303171,2127,0,0,1390.72,2127,135.9658344,114.4,BROWN HOMESTEAD 5HC,-76.245925,41.660456,Brandt King Cobra,5,10347,13.25,76.1,2104.53088,785.4,268.5,344.5,94.6,634,8/3/2020 0:00,8.5,1.073544639,1.957953494,762.5308796,0.0784,1,,APPALACHIAN,APPALACHIAN,21337,15,37
49,1164,,ONGC,Greatship Drilling 1,0.780360775,146.7711593,2.243221631,1.090595732,549.774,42,157,160.068,549.774,13.42713568,,GD CHITRA RS_18#8,,,Brandt VSM 300,6,1336,9.75,99.5,306.8391593,0,1,23.674,45.1,480,18-06-2020,8.5,0.435902242,0.477690918,146.0651593,0.039333333,1,,,,,,
50,1164,,ONGC,Greatship Drilling 1,0.827994537,203.3576647,1.291735549,1.061917191,375.475,0,63,215.949,375.475,24.10344828,,GD CHITRA RS_18#8,,,Brandt VSM 300,2,699,9.75,29,419.3066647,5,1.4,23.675,36.4,309,6/6/2020 0:00,12.25,0.307827311,0.361607997,183.8316647,0.0395,1,,,,,,
51,1164,,ONGC,Greatship Drilling 1,0.939770216,771.0106538,1.03671877,0.762966111,1354.66,0,21.6,588.255,1354.66,83.29896907,,GD CHITRA RS_18#8,,,Brandt VSM 300,4,2424,9.75,29.1,1359.265654,418,26.5,64.06,88.1,758,19-05-2020,17.5,1.014288021,0.787976156,757.2056538,0.03675,1,,,,,,
52,1165,,ONGC,Greatship Drilling 1,0.841302133,245.8522509,1.324975243,1.589568526,618.633,0,127,390.799,618.633,28.19310345,,GD CHIRTA RS_18#9,,,Brandt VSM 300,4,2044,9.85,72.5,636.6512509,469.95,25,12.533,101.15,10,27-06-2020,8.5,1.557406749,2.44413009,249.0182509,0.043,1,,,,,,
53,1165,,ONGC,Greatship Drilling 1,0.889185363,421.8739578,1.146780629,1.789321161,1304.378,0,110.8,754.868,1304.378,38.97709924,,GD CHIRTA RS_18#9,,,Brandt VSM 300,5,2553,9.85,65.5,1176.741958,260,15.6,41.778,122,865,26-05-2020,12.25,0.58205938,1.126136823,390.1639578,0.0364,1,,,,,,
54,1165,,ONGC,Greatship Drilling 1,0.959554856,1125.743995,1.042298931,0.816921968,1826.697,0,38.9,919.645,1826.697,58.74125874,,GD CHIRTA RS_18#9,,,Brandt VSM 300,5,3360,9.85,57.2,2045.388995,20,0,19.497,133.2,1654,7/5/2020 0:00,17.5,0.187786592,0.164537269,1049.591995,0.0306,1,,,,,,
55,1166,,ONGC,Greatship Drilling 1,0.785469636,164.1014744,2.008843147,1.49740885,625.66,0,247.9,245.727,625.66,15.55555556,,GD CHIRTA RS_18#10,,,Brandt VSM 300,9,1050,9.85,67.5,409.8284744,85,4,26.46,60.2,450,3/9/2020 0:00,8.5,0.714858359,1.051425176,167.0684744,0.045222222,1,,,,,,
56,1166,,ONGC,Greatship Drilling 1,0.827404506,228.802974,1.250048621,0.786550091,495.823,0,45,179.965,495.823,41.31054131,,GD CHIRTA RS_18#10,,,Brandt VSM 300,3,1450,9.85,35.1,408.767974,253.95,10.5,33.423,75.95,122,12/6/2020 0:00,12.25,2.077198344,1.684304867,221.944974,0.038666667,1,,,,,,
57,1167,,ONGC,Greatship Drilling 1,0.543579594,52.22966097,1,1.838131786,135.4,0,0,96.005,135.4,19.63380282,,GD CHIRTA WI_6#I2YH,,,Brandt VSM 300,4,1394,8.8,71,148.234661,52.385,6.2,0,76.815,0,4/3/2020 0:00,6,1.410343211,2.341156631,57.83466097,0.04825,1,,,,,,
58,1167,,ONGC,Greatship Drilling 1,0.871184387,183.1835422,1.676639525,0.864870272,477.312,0,107.2,158.43,477.312,33.3442623,,GD CHIRTA WI_6#I2YH,,,Brandt VSM 300,4,2034,8.8,61,341.6135422,0,2.2,45.312,45.8,384,23-02-2020,8.5,0.58897936,0.528675267,176.5015422,0.036,1,,,,,,
59,1167,,ONGC,Greatship Drilling 1,0.917526476,320.002474,1.097336399,1.152566089,564.768,0,35.9,368.824,564.768,73.78737542,,GD CHIRTA WI_6#I2YH,,,Brandt VSM 300,3,2221,8.8,30.1,688.826474,318.75,17.2,62.668,98.15,68,16-02-2020,12.25,1.346897165,1.461260825,339.958474,0.028333333,1,,,,,,
60,1168,,ONGC,Shelf Drilling 1,-0.260734342,-12.0571096,1.156794644,-65.90883107,979.1,0,124.6,794.67,979.1,22.06422018,,HARVEY WARD LC#3Y,,,MI Swaco MD-2,5,962,9.5,43.6,782.6128904,389.5,95.7,0,133.9,360,17-05-2020,12.25,0.779065524,26.78591857,23.1128904,0.0372,1,,,,,,
61,1168,,ONGC,Shelf Drilling 1,0.925341771,916.1918815,1.910090316,1.055386999,2795.999,785,95,966.937,2795.999,43.79310345,,HARVEY WARD LC#3Y,,,MI Swaco MD-2,7,3048,9.5,69.6,1883.128881,265,201.9,132.299,178.8,2018,9/5/2020 0:00,17.5,0.804601541,0.817114361,952.1298815,0.035142857,1,,,,,,
62,1169,,ONGC,Shelf Drilling 1,0.910686101,446.3400875,1.283612576,0.974028576,747.814,0,123.3,434.748,747.814,49.24713584,,HARVEY WARD LC#9X,,,MI Swaco MD-2,6,3009,9.5,61.1,881.0880875,317.15,16,44.564,129.1,241,28-06-2020,12.25,1.165764995,1.100396253,460.5740875,0.039,1,,,,,,
63,1170,,ONGC,Shelf Drilling 1,0.82659684,190.8336122,1.071226395,3.384246583,737.719,0,46,645.828,737.719,31.22507123,,HARVEY WARD LC#10Z,,,MI Swaco MD-2,3,1096,9.8,35.1,836.6616122,0,0,52.919,56.8,628,12/9/2020 0:00,8.5,0.169888887,0.645623829,169.9426122,0.044666667,1,,,,,,
64,1170,,ONGC,Shelf Drilling 1,0.849678291,261.8191258,1.074874274,0.918202592,501.5,0,18,240.403,501.5,73.36,,HARVEY WARD LC#10Z,,,MI Swaco MD-2,3,1834,9.8,25,502.2221258,352.75,20,0,128.75,0,6/9/2020 0:00,12.25,2.086080457,1.786464101,280.7221258,0.038333333,1,,,,,,
65,1171,,ONGC,Shelf Drilling 1,0.862155131,376.8980933,1.495545523,0.439577708,308.541,0,82.1,165.676,308.541,22.4375,,HARVEY WARD LC#11Y,,,MI Swaco MD-2,2,718,9.95,32,542.5740933,165,8.3,48.741,86.5,0,28-07-2020,12.25,1.862315604,0.809536105,381.1330933,0.0455,1,,,,,,
66,1171,,ONGC,Shelf Drilling 1,0.912452863,700.8242396,1.05625081,0.583431589,1120.871,0,23,408.883,1120.871,47.56,,HARVEY WARD LC#11Y,,,MI Swaco MD-2,4,2378,9.95,50,1109.70724,633.25,173.2,118.371,196.05,0,20-07-2020,17.5,2.741300079,1.508907267,742.8362396,0.038,1,,,,,,
67,1172,,ONGC,Shelf Drilling 1,0.86956311,372.9930713,3.843772703,0.944746772,1554.711,873,129.1,352.384,1554.711,34.70938897,,RON TAPPMEYER R_9A#1,,,Brandt VSM 300,6,2329,9.4,67.1,725.3770713,823.4,43,16.711,171.6,500,7/3/2020 0:00,12.25,2.993072898,2.685341421,392.7660713,0.034333333,1,,,,,,
68,1172,,ONGC,Shelf Drilling 1,0.929759571,599.8924615,1.008784552,0.948805055,876.002,0,5,569.181,876.002,54.98614958,,RON TAPPMEYER R_9A#1,,,Brandt VSM 300,3,1985,9.4,36.1,1169.073462,609,24,65.452,177.55,0,4/1/2020 0:00,17.5,1.539056996,1.412743618,620.0714615,0.044,1,,,,,,
69,1173,,ONGC,Shelf Drilling 1,0.930984629,1053.531959,1.032584314,2.411981884,3343.164,0,82.8,2541.1,3343.164,23.44665885,,RON TAPPMEYER R_9A#2,,,Brandt VSM 300,10,4000,9.65,170.6,3594.631959,1655,69.85,82.164,552.15,984,6/2/2020 0:00,17.5,0.92840266,2.185892743,1079.267959,0.0475,1,,,,,,
70,1174,,ONGC,Shelf Drilling 1,0.656795127,93.67809384,12.85800514,0.893111682,1081.482,959.1,33,83.665,1081.482,17.14049587,,RON TAPPMEYER R_9A#4,,,Brandt VSM 300,5,1037,9.2,60.5,177.3430938,654.5,96.1,22.282,166.6,142,16-03-2020,8.5,11.22909221,10.80347496,86.96109384,0.048,1,,,,,,
71,1174,,ONGC,Shelf Drilling 1,0.87591212,701.9275498,1.556683547,1.575937574,2460.534,300,315.8,1106.194,2460.534,39.64765101,,RON TAPPMEYER R_9A#4,,,Brandt VSM 300,9,4726,9.2,119.2,1808.12155,902.7,45,12.534,250.3,1250,25-01-2020,12.25,1.094323419,1.67342388,723.3875498,0.047777778,1,,,,,,
72,1174,,ONGC,Shelf Drilling 1,0.898831579,1149.886245,1.052673289,0.726452729,1972.5,0,44,835.338,1972.5,48.29113924,,RON TAPPMEYER R_9A#4,,,Brandt VSM 300,5,3815,9.2,79,1985.224245,677,34.6,0,252.9,1008,11/1/2020 0:00,17.5,1.15462244,0.809331525,1191.724245,0.0658,1,,,,,,
73,1175,,ONGC,Shelf Drilling 1,0.832610821,344.2426653,1.209030343,1.499503263,933.529,0,107.9,516.193,933.529,39.79323308,,RON TAPPMEYER R_9A#5,,,Brandt VSM 300,5,2117,9.5,53.2,860.4356653,425,20,32.029,143.5,313,15-02-2020,12.25,1.202125949,1.612573419,384.8066653,0.0528,1,,,,,,
